INCOME,SEX,MARITAL.STATUS,AGE,EDUCATION,OCCUPATION,AREA,DUAL.INCOMES,HOUSEHOLD.SIZE,UNDER18,HOUSEHOLDER,HOME.TYPE,ETHNIC.CLASS,LANGUAGE
[25.000-30.000),M,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,,,,,Hispanic,Spanish
[75.000-,M,,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Four,,Own,House,White,English
[15.000-20.000),M,Married,65+,1 to 3 years of college,Homemaker,10+ years,No,Three,,Own,House,White,English
[75.000-,M,Single,25-34,College graduate,Professional/Managerial,7-10 years,Not Married,Three,,Own,House,White,English
-10.000),M,Married,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,1-3 years,Yes,Four,,Rent,Apartment,Hispanic,Spanish
[50.000-75.000),M,Married,45-54,College graduate,Professional/Managerial,7-10 years,Yes,Six,Three,Own,House,Hispanic,Spanish
[75.000-,F,Married,45-54,College graduate,Homemaker,4-6 years,No,Two,,Own,House,White,English
[10.000-15.000),M,,18-24,Graduated High Scool,Clerical/Service Worker,10+ years,No,,Four,,Apartment,American Indian,English
[40.000-50.000),F,Married,25-34,Grades 9 to 11,Homemaker,7-10 years,No,Four,Two,Rent,House,White,English
[50.000-75.000),M,Together,35-44,1 to 3 years of college,Professional/Managerial,,Not Married,,,Rent,Apartment,Black,English
[20.000-25.000),F,Together,18-24,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,Apartment,Hispanic,English
-10.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",7-10 years,Not Married,Six,,Own,House,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,Three,One,Family,Apartment,Hispanic,Spanish
[10.000-15.000),F,Single,18-24,Graduated High Scool,Homemaker,1-3 years,Not Married,Four,One,Family,House,White,English
[50.000-75.000),F,Married,45-54,Grad Study,Professional/Managerial,1-3 years,Yes,Two,,Own,Condominium,American Indian,English
-10.000),F,Single,18-24,Graduated High Scool,Unemployed,10+ years,Not Married,Five,Two,Family,House,White,English
[30.000-40.000),F,Divorced,45-54,Graduated High Scool,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
[25.000-30.000),M,Together,18-24,1 to 3 years of college,Sales Worker,10+ years,Yes,Two,,Rent,House,Hispanic,English
-10.000),M,Single,18-24,Graduated High Scool,Sales Worker,10+ years,Not Married,Three,,Own,House,Hispanic,Spanish
[30.000-40.000),F,Married,65+,,Retired,10+ years,No,Two,,Own,Mobile Home,White,English
[75.000-,M,Married,65+,College graduate,Retired,10+ years,No,Two,,Own,House,White,English
[30.000-40.000),F,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,Condominium,White,English
-10.000),M,Single,14-17,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Five,Two,Family,House,White,English
[40.000-50.000),M,Married,55-64,College graduate,Factory Worker/Laborer/Driver,10+ years,Not Married,Two,,Own,Condominium,Hispanic,Spanish
[10.000-15.000),F,Single,18-24,1 to 3 years of college,Professional/Managerial,4-6 years,Not Married,,,,,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Three,One,Family,Apartment,White,English
-10.000),F,Single,18-24,1 to 3 years of college,Sales Worker,4-6 years,Not Married,Four,,Family,House,White,English
[75.000-,F,Married,25-34,Graduated High Scool,Professional/Managerial,1-3 years,Yes,Two,,Own,House,White,English
[30.000-40.000),F,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,One,,Rent,Apartment,Black,English
[30.000-40.000),M,Married,25-34,1 to 3 years of college,Military,-1 year,Yes,Two,,Rent,Apartment,Hispanic,English
[50.000-75.000),F,Married,65+,Grad Study,Retired,10+ years,No,Two,,Own,House,White,English
-10.000),F,Single,18-24,1 to 3 years of college,Clerical/Service Worker,1-3 years,Not Married,Two,,Rent,Apartment,White,English
[50.000-75.000),F,Together,35-44,Grad Study,Professional/Managerial,,Not Married,Four,Two,,House,White,English
-10.000),M,Single,14-17,Grade 8 or less,"Student, HS or College",4-6 years,Not Married,Four,One,Family,Apartment,Hispanic,Spanish
[10.000-15.000),F,Together,18-24,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,Apartment,Black,English
[15.000-20.000),F,Single,18-24,,Unemployed,1-3 years,Not Married,One,,Rent,Apartment,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Three,Two,Family,House,Black,English
[75.000-,M,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
[20.000-25.000),F,Widowed,55-64,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,Black,English
[10.000-15.000),F,Divorced,18-24,1 to 3 years of college,Military,4-6 years,Not Married,One,,,Other,White,English
-10.000),F,Single,18-24,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,,,Rent,Condominium,White,English
[10.000-15.000),M,Single,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,7-10 years,Not Married,,Three,,Condominium,Black,English
-10.000),M,Single,14-17,College graduate,"Student, HS or College",10+ years,Not Married,Five,Three,Family,House,Asian,English
[50.000-75.000),M,Single,25-34,College graduate,Clerical/Service Worker,10+ years,Not Married,Two,,Family,House,Other,English
[30.000-40.000),F,Divorced,25-34,1 to 3 years of college,Homemaker,10+ years,Not Married,Four,Three,Rent,Condominium,White,English
-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Three,Two,Family,Apartment,Hispanic,English
[50.000-75.000),F,Divorced,55-64,Graduated High Scool,Professional/Managerial,,Not Married,One,,Own,,White,English
-10.000),F,Single,14-17,Grades 9 to 11,Unemployed,10+ years,Not Married,Three,Two,Family,House,Hispanic,Spanish
-10.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Rent,Apartment,White,English
[40.000-50.000),F,Married,45-54,Graduated High Scool,Homemaker,10+ years,No,Four,,Rent,House,White,English
[15.000-20.000),F,Widowed,65+,1 to 3 years of college,Retired,,Not Married,One,,Own,House,White,English
[40.000-50.000),F,Married,18-24,1 to 3 years of college,Clerical/Service Worker,10+ years,Yes,Two,,Rent,Apartment,White,English
-10.000),M,Single,18-24,Graduated High Scool,Military,1-3 years,Not Married,,,Rent,Other,Hispanic,English
-10.000),F,Single,18-24,Graduated High Scool,Sales Worker,10+ years,Not Married,Four,,Own,House,Black,English
[30.000-40.000),M,Married,25-34,1 to 3 years of college,Professional/Managerial,4-6 years,Yes,Three,One,Rent,House,White,English
[25.000-30.000),F,Single,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Two,One,Rent,House,White,English
[40.000-50.000),M,Married,25-34,College graduate,Professional/Managerial,1-3 years,No,Two,,Rent,Apartment,Asian,Other
[50.000-75.000),M,Married,65+,1 to 3 years of college,Retired,,No,Two,,Own,House,White,English
[15.000-20.000),F,Together,18-24,College graduate,"Student, HS or College",10+ years,Not Married,Two,,Rent,Apartment,Other,English
[50.000-75.000),F,Married,25-34,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
[15.000-20.000),F,Single,45-54,Grad Study,Professional/Managerial,7-10 years,Not Married,One,,Rent,Apartment,White,English
[10.000-15.000),F,Married,25-34,College graduate,Clerical/Service Worker,1-3 years,Yes,Two,,Rent,Apartment,Asian,English
[15.000-20.000),M,Divorced,45-54,1 to 3 years of college,Professional/Managerial,7-10 years,Not Married,One,,Rent,House,White,English
[10.000-15.000),F,Married,55-64,Graduated High Scool,Retired,,No,Two,,Own,House,American Indian,English
[25.000-30.000),F,Single,25-34,College graduate,Professional/Managerial,1-3 years,Not Married,One,,Rent,Apartment,Black,English
[50.000-75.000),F,Married,65+,Graduated High Scool,Retired,10+ years,No,Two,,Own,House,White,English
[10.000-15.000),F,Single,18-24,Graduated High Scool,Sales Worker,7-10 years,Not Married,,,Rent,Apartment,Hispanic,Spanish
[15.000-20.000),M,Single,18-24,College graduate,Professional/Managerial,10+ years,Not Married,Two,,Rent,Apartment,White,English
[10.000-15.000),M,Single,35-44,Grad Study,Professional/Managerial,4-6 years,Not Married,One,,Own,House,White,English
[40.000-50.000),M,Married,45-54,Grad Study,Clerical/Service Worker,10+ years,Yes,Four,Two,Rent,House,White,
[30.000-40.000),F,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Six,Four,Own,House,Hispanic,English
[20.000-25.000),F,Divorced,55-64,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Apartment,White,Other
[75.000-,F,Married,65+,Graduated High Scool,Homemaker,10+ years,No,Two,,Own,Mobile Home,White,English
[50.000-75.000),M,Married,35-44,College graduate,Professional/Managerial,,Yes,Four,,Rent,House,American Indian,English
[30.000-40.000),F,Divorced,45-54,1 to 3 years of college,Professional/Managerial,1-3 years,Not Married,One,,Rent,Apartment,White,English
-10.000),F,Married,65+,Grade 8 or less,Homemaker,10+ years,No,Two,,Rent,House,Hispanic,Spanish
[15.000-20.000),F,Divorced,65+,Graduated High Scool,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
[25.000-30.000),F,Together,35-44,Graduated High Scool,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
[75.000-,F,Married,35-44,Grad Study,Professional/Managerial,7-10 years,Yes,Two,,Own,House,White,English
[75.000-,F,Married,45-54,Graduated High Scool,,10+ years,Yes,Two,,Rent,Apartment,Hispanic,English
[10.000-15.000),M,Single,18-24,1 to 3 years of college,Clerical/Service Worker,1-3 years,Not Married,One,,Rent,Apartment,White,English
[40.000-50.000),M,Married,55-64,College graduate,Factory Worker/Laborer/Driver,10+ years,No,Two,,Own,House,White,
[50.000-75.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",7-10 years,Not Married,Four,,Family,House,Asian,Other
-10.000),M,Single,18-24,Graduated High Scool,Unemployed,,Not Married,,,Family,House,White,English
-10.000),F,Single,18-24,Grad Study,"Student, HS or College",10+ years,Not Married,One,,Rent,Other,White,English
[20.000-25.000),M,Together,18-24,Graduated High Scool,Unemployed,10+ years,Yes,Two,,Rent,Apartment,,English
[15.000-20.000),M,Single,18-24,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,Two,,Family,House,Black,English
[40.000-50.000),M,Together,18-24,College graduate,Professional/Managerial,1-3 years,Not Married,Three,,Rent,Apartment,White,English
[20.000-25.000),M,Divorced,35-44,1 to 3 years of college,Professional/Managerial,7-10 years,Not Married,One,,Rent,Apartment,Other,English
[30.000-40.000),M,Married,55-64,1 to 3 years of college,Retired,10+ years,No,Two,,Own,House,Asian,English
[40.000-50.000),M,Married,25-34,College graduate,Clerical/Service Worker,4-6 years,Yes,Two,,Rent,Apartment,Black,English
[30.000-40.000),F,Married,25-34,Graduated High Scool,Homemaker,7-10 years,No,Five,Three,Own,House,White,English
[30.000-40.000),M,Single,25-34,,Professional/Managerial,10+ years,Not Married,Three,,Rent,Apartment,White,English
[30.000-40.000),F,Single,18-24,Graduated High Scool,Sales Worker,10+ years,Not Married,Three,,Family,Apartment,Black,English
[25.000-30.000),M,Single,25-34,Grad Study,Sales Worker,-1 year,Not Married,One,,Rent,Apartment,White,English
[10.000-15.000),M,,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,Two,,Rent,Apartment,White,English
[30.000-40.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Five,One,Family,House,Hispanic,Spanish
[15.000-20.000),M,Divorced,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,7-10 years,Not Married,One,,Rent,House,White,English
[75.000-,F,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
[25.000-30.000),M,Single,25-34,College graduate,Professional/Managerial,4-6 years,Not Married,One,,Rent,Apartment,White,English
[75.000-,M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
[40.000-50.000),M,Married,35-44,1 to 3 years of college,Factory Worker/Laborer/Driver,,Not Married,One,,Rent,Apartment,Hispanic,Spanish
[25.000-30.000),F,Married,35-44,1 to 3 years of college,Sales Worker,10+ years,Yes,Two,,Own,House,Black,
[25.000-30.000),F,Single,25-34,College graduate,Professional/Managerial,1-3 years,Not Married,One,,Own,Condominium,White,English
[25.000-30.000),F,Single,18-24,1 to 3 years of college,Sales Worker,,Not Married,Three,,Family,House,White,English
-10.000),M,Single,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
[50.000-75.000),M,Married,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Own,House,Other,English
[10.000-15.000),F,Married,25-34,Graduated High Scool,Homemaker,,No,Four,Two,Rent,Apartment,Black,English
[15.000-20.000),F,Divorced,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,,Rent,Apartment,White,English
[75.000-,M,Single,18-24,Graduated High Scool,Professional/Managerial,4-6 years,Not Married,Five,Two,Family,House,Black,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",4-6 years,Not Married,Six,Three,Family,Other,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",4-6 years,Not Married,Five,Two,Family,House,Hispanic,English
-10.000),F,,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,One,Family,Condominium,Asian,English
-10.000),M,Single,25-34,1 to 3 years of college,Professional/Managerial,7-10 years,Not Married,Three,,Rent,House,White,English
[15.000-20.000),F,Single,18-24,1 to 3 years of college,Professional/Managerial,,Not Married,,,Rent,House,Asian,English
[10.000-15.000),F,Divorced,65+,Graduated High Scool,Retired,1-3 years,Not Married,One,,Own,Mobile Home,White,English
-10.000),F,Divorced,25-34,1 to 3 years of college,"Student, HS or College",7-10 years,Not Married,Three,Two,Rent,Apartment,White,English
[30.000-40.000),M,Married,65+,College graduate,Retired,10+ years,No,Two,,Own,House,White,English
[75.000-,M,Married,65+,College graduate,Retired,-1 year,No,Three,,Own,House,White,English
[50.000-75.000),F,Married,25-34,College graduate,Professional/Managerial,,Yes,Two,,Own,House,White,English
[40.000-50.000),M,Married,25-34,Graduated High Scool,Sales Worker,,Yes,Two,,Own,House,White,English
[20.000-25.000),F,Widowed,55-64,1 to 3 years of college,Retired,,Not Married,One,,Own,House,Black,English
[20.000-25.000),M,Together,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,,Rent,Apartment,White,English
[30.000-40.000),F,Together,14-17,Grade 8 or less,Sales Worker,7-10 years,No,Nine or more,Five,Family,House,Hispanic,Spanish
-10.000),F,Married,18-24,Grades 9 to 11,"Student, HS or College",-1 year,No,Two,One,Rent,Condominium,White,English
[50.000-75.000),M,Together,35-44,College graduate,Professional/Managerial,10+ years,Not Married,Two,,Own,House,Black,English
[40.000-50.000),M,Divorced,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,Three,Two,Own,House,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,,Three,Family,House,American Indian,English
[10.000-15.000),M,Single,25-34,Graduated High Scool,Professional/Managerial,4-6 years,Not Married,Two,,Rent,Apartment,White,English
[30.000-40.000),F,Married,25-34,Grad Study,Homemaker,10+ years,No,Four,Two,Own,House,White,English
[25.000-30.000),M,Single,18-24,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,,,Rent,Apartment,Hispanic,
[10.000-15.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Five,,Family,House,Hispanic,English
[10.000-15.000),M,Married,45-54,Grade 8 or less,,,Yes,Three,One,Rent,House,Hispanic,Spanish
[15.000-20.000),F,Divorced,25-34,College graduate,Professional/Managerial,10+ years,Not Married,Two,,Rent,Apartment,White,English
[50.000-75.000),M,Single,45-54,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Own,House,White,English
-10.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,White,English
[75.000-,F,Married,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
-10.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",4-6 years,Not Married,Four,,Rent,Apartment,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",1-3 years,Not Married,Two,One,Family,Apartment,Black,English
[10.000-15.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",,Not Married,Two,,,,White,English
[75.000-,F,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
[20.000-25.000),M,Together,18-24,Graduated High Scool,Factory Worker/Laborer/Driver,4-6 years,Not Married,Two,,Rent,House,White,English
[40.000-50.000),M,Married,45-54,College graduate,Professional/Managerial,10+ years,No,Three,,Own,House,East Indian,Other
-10.000),F,Married,25-34,Grade 8 or less,Factory Worker/Laborer/Driver,4-6 years,Yes,Five,Three,Rent,Apartment,Hispanic,Spanish
[30.000-40.000),F,Widowed,65+,College graduate,Retired,10+ years,Not Married,One,,Rent,Apartment,White,English
[10.000-15.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",4-6 years,Not Married,Two,,Rent,Apartment,White,English
[75.000-,F,Married,45-54,Graduated High Scool,Clerical/Service Worker,10+ years,Yes,Three,One,Own,House,White,English
[25.000-30.000),F,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Five,Three,Rent,House,White,
[15.000-20.000),M,Single,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,1-3 years,Not Married,Two,,Rent,Apartment,White,English
[10.000-15.000),M,Married,55-64,Grade 8 or less,Unemployed,10+ years,No,Two,,Rent,House,Hispanic,Spanish
[10.000-15.000),F,Married,18-24,Graduated High Scool,Homemaker,7-10 years,No,Four,,Rent,House,Black,English
[40.000-50.000),M,Single,25-34,1 to 3 years of college,Military,7-10 years,Not Married,One,,Own,House,White,English
[10.000-15.000),M,Divorced,25-34,1 to 3 years of college,Military,1-3 years,Not Married,One,,,Other,White,English
[15.000-20.000),F,Married,35-44,Graduated High Scool,Clerical/Service Worker,10+ years,Yes,Three,One,Rent,Apartment,White,English
[50.000-75.000),M,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,Two,,Own,Condominium,White,English
[20.000-25.000),M,Single,25-34,College graduate,Professional/Managerial,,Not Married,Three,,Own,House,White,English
[30.000-40.000),M,Married,55-64,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
-10.000),M,Single,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Four,,Rent,House,White,English
[40.000-50.000),F,Married,45-54,College graduate,Professional/Managerial,,Yes,Two,,Own,Condominium,White,English
[10.000-15.000),M,Divorced,25-34,1 to 3 years of college,Professional/Managerial,1-3 years,Not Married,,,Rent,,Hispanic,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Two,One,Family,,Hispanic,English
-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",1-3 years,Not Married,Four,,Family,House,White,English
[50.000-75.000),F,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Six,,Rent,Other,White,English
[50.000-75.000),F,Married,45-54,Graduated High Scool,Retired,10+ years,No,Three,,Own,House,White,English
[40.000-50.000),M,Single,35-44,College graduate,Professional/Managerial,10+ years,Not Married,One,,Own,House,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,Two,Family,Apartment,Black,English
[30.000-40.000),M,Married,25-34,1 to 3 years of college,Professional/Managerial,4-6 years,No,Three,One,Rent,Apartment,Pacific Islander,English
[50.000-75.000),M,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
-10.000),M,Single,18-24,Grades 9 to 11,Factory Worker/Laborer/Driver,10+ years,Not Married,Three,One,Own,House,White,English
[75.000-,F,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
[30.000-40.000),M,Divorced,55-64,1 to 3 years of college,Professional/Managerial,-1 year,Not Married,One,,Rent,Apartment,White,English
[50.000-75.000),F,Widowed,65+,Grad Study,Retired,7-10 years,Not Married,One,,Own,Condominium,White,English
[15.000-20.000),F,Widowed,65+,Graduated High Scool,Unemployed,10+ years,Not Married,One,,Own,House,Hispanic,Spanish
[20.000-25.000),F,Widowed,65+,College graduate,Retired,10+ years,Not Married,One,,Own,House,White,English
[50.000-75.000),M,Married,35-44,Graduated High Scool,Professional/Managerial,10+ years,Yes,Three,One,Own,House,Hispanic,English
-10.000),F,Divorced,45-54,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Four,,Own,House,White,English
[15.000-20.000),M,Married,65+,Graduated High Scool,Retired,10+ years,No,Three,,Rent,House,White,English
[50.000-75.000),F,Married,25-34,College graduate,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
[30.000-40.000),F,Divorced,18-24,1 to 3 years of college,Professional/Managerial,,Not Married,One,,Own,House,Other,English
[10.000-15.000),M,Divorced,35-44,Grad Study,Sales Worker,10+ years,Not Married,One,,Rent,Apartment,Black,English
-10.000),F,Together,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Yes,Four,Four,Own,Condominium,Other,English
[40.000-50.000),M,Single,25-34,1 to 3 years of college,Sales Worker,1-3 years,Not Married,Two,,Rent,Apartment,White,English
[40.000-50.000),M,Married,35-44,College graduate,Factory Worker/Laborer/Driver,10+ years,No,Five,Three,Own,House,Black,English
[20.000-25.000),F,Married,65+,Graduated High Scool,Retired,10+ years,No,Three,,Own,House,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Four,Two,Family,House,American Indian,English
[40.000-50.000),M,Divorced,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Three,Two,Rent,Condominium,White,English
[50.000-75.000),F,Married,35-44,College graduate,Professional/Managerial,7-10 years,Yes,Four,Two,Own,House,White,English
[40.000-50.000),M,Married,65+,College graduate,Retired,10+ years,No,Three,Two,Own,House,White,English
[10.000-15.000),F,Married,18-24,1 to 3 years of college,"Student, HS or College",1-3 years,No,Three,,Rent,Apartment,Asian,English
[25.000-30.000),M,Single,25-34,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Family,House,White,English
[30.000-40.000),M,Married,65+,1 to 3 years of college,Retired,10+ years,No,Two,,Own,House,White,English
-10.000),M,Single,14-17,Grade 8 or less,"Student, HS or College",1-3 years,Not Married,Four,Three,Family,Apartment,Hispanic,Spanish
[50.000-75.000),M,Single,14-17,Grades 9 to 11,Sales Worker,10+ years,Not Married,Three,One,Family,House,White,English
[15.000-20.000),M,Divorced,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,1-3 years,Not Married,One,,Rent,Apartment,White,English
[40.000-50.000),F,Married,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Yes,Three,One,Own,House,White,English
[10.000-15.000),F,Single,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Three,,Family,House,Black,English
[10.000-15.000),M,Single,18-24,Graduated High Scool,Military,1-3 years,Not Married,One,,,Other,Black,English
[75.000-,F,Single,18-24,1 to 3 years of college,"Student, HS or College",4-6 years,Not Married,Four,,Family,House,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
[10.000-15.000),M,Single,18-24,Grades 9 to 11,Professional/Managerial,1-3 years,Not Married,Two,,Rent,,American Indian,English
[50.000-75.000),M,Married,25-34,Grad Study,Professional/Managerial,7-10 years,Yes,Two,,Rent,Apartment,Black,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",4-6 years,Not Married,,,Family,,Hispanic,Spanish
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,Two,,Family,House,Hispanic,Spanish
[75.000-,M,Divorced,45-54,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Own,House,Asian,English
[25.000-30.000),F,Married,25-34,1 to 3 years of college,Clerical/Service Worker,7-10 years,Yes,Five,Two,Rent,Other,White,English
-10.000),F,Together,18-24,1 to 3 years of college,Sales Worker,,Not Married,Two,,Rent,Apartment,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,Asian,English
[50.000-75.000),F,Married,25-34,1 to 3 years of college,Homemaker,10+ years,No,Three,One,Own,House,White,English
[15.000-20.000),M,Single,25-34,Grad Study,Professional/Managerial,10+ years,Not Married,Three,,Family,House,White,English
[75.000-,M,Married,45-54,College graduate,Homemaker,10+ years,No,Five,Two,Own,House,White,English
[40.000-50.000),M,Single,18-24,Grad Study,Professional/Managerial,4-6 years,Not Married,One,,Rent,Apartment,Black,English
[40.000-50.000),M,Married,55-64,Graduated High Scool,Retired,10+ years,No,Three,,Own,House,White,English
[75.000-,M,Married,65+,Graduated High Scool,Retired,10+ years,No,Two,,Own,House,White,English
[30.000-40.000),F,Single,25-34,College graduate,Professional/Managerial,-1 year,Not Married,One,,Rent,Apartment,Black,English
[25.000-30.000),F,Married,25-34,1 to 3 years of college,Professional/Managerial,,No,Two,,Rent,Apartment,White,English
[25.000-30.000),M,Married,35-44,College graduate,Factory Worker/Laborer/Driver,1-3 years,No,Four,Two,Rent,Apartment,White,English
[10.000-15.000),F,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Two,,Rent,Apartment,White,English
[20.000-25.000),M,Single,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,1-3 years,Not Married,One,,Rent,Apartment,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,Asian,English
[15.000-20.000),F,Divorced,55-64,Grades 9 to 11,Retired,,Not Married,One,,Family,House,White,English
[30.000-40.000),M,Married,25-34,1 to 3 years of college,Clerical/Service Worker,4-6 years,Yes,Two,,Rent,Apartment,White,English
[50.000-75.000),F,Married,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,Three,One,Rent,Apartment,Black,English
[10.000-15.000),F,Widowed,55-64,1 to 3 years of college,Retired,10+ years,Not Married,One,,Own,Mobile Home,White,English
[25.000-30.000),M,Married,25-34,1 to 3 years of college,Clerical/Service Worker,,Yes,Two,,Own,House,Asian,Other
[50.000-75.000),F,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,Black,English
[50.000-75.000),M,Divorced,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,,Not Married,One,,Rent,,Black,English
[40.000-50.000),M,Divorced,55-64,Grad Study,Professional/Managerial,10+ years,Not Married,Two,,Rent,Apartment,White,English
[20.000-25.000),M,Single,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Three,,Rent,Apartment,White,English
[75.000-,M,Married,45-54,College graduate,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,
[25.000-30.000),M,Divorced,25-34,1 to 3 years of college,Professional/Managerial,1-3 years,Not Married,One,,Rent,,White,English
[40.000-50.000),M,Married,55-64,1 to 3 years of college,Retired,4-6 years,Yes,Four,Two,Rent,Apartment,Pacific Islander,English
[20.000-25.000),F,Married,18-24,Grades 9 to 11,Sales Worker,,Yes,Two,,Rent,Apartment,Hispanic,English
[40.000-50.000),F,Widowed,55-64,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Own,House,White,English
[10.000-15.000),F,Married,25-34,Graduated High Scool,Homemaker,10+ years,No,Four,Two,Rent,Apartment,White,English
[30.000-40.000),F,Married,65+,1 to 3 years of college,Retired,7-10 years,No,Two,,Own,House,White,English
